label	question	sentence
0	Who did Berengaria of Navarre marry?	While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre.
1	What was Zia-ul-Haq accused of using Islamization to legitimize?	Zia-ul-Haq was killed in 1988 but Islamization remains an important element in Pakistani society.
0	Who wrote a pamphlet outlining the radical ideas of the extremists?	Its views were outlined in a pamphlet written by Muhammad Abd al-Salaam Farag, in which he states:
0	What do some theories claim about civil disobedience?	Some theories of civil disobedience hold that civil disobedience is only justified against governmental entities.
1	How many teams can boast a 15–1 regular season record?	For the third straight season, the number one seeds from both conferences met in the Super Bowl.
1	How high is Victoria's Mount Bogong?	There is an extensive series of river systems in Victoria.
1	How has this debate been proven?	There is debate, however, over how extensive this reduction was.
0	Of what mathematical nature is the Basel problem?	Another example of the richness of the zeta function and a glimpse of modern algebraic number theory is the following identity (Basel problem), due to Euler,
1	Whose goals often still oppose the IPCC?	The underlying linear model of policy-making of more knowledge we have, the better the political response will be is being doubted.
1	What earlier market did the Grainger Market replace?	The Grainger Market itself, was opened in 1835 and was Newcastle's first indoor market.
0	On what service could the ESPN Deportes broadcast be streamed?	The ESPN Deportes Spanish broadcast was made available through WatchESPN.
1	What are the two simple word responses to a decision problem?	A decision problem can be viewed as a formal language, where the members of the language are instances whose output is yes, and the non-members are those instances whose output is no.
0	Where did HT fail to pull off a bloodless coup in 1974?	It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries.
1	What nationality is Hoesung Lee?	Before this election, the IPCC was led by his vice-Chair Ismail El Gizouli, who was designated acting Chair after the resignation of Rajendra K. Pachauri in February 2015.
0	What percentage of funds were given as charitable funds to causes in and around San Francisco?	Host Committee has vowed to be "the most giving Super Bowl ever", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area.
0	What does the Ruhr provide to it's community?	The Ruhr currently provides the region with drinking water.
0	Where will the 2009 International Arts Fair be held?	The 2009 event will be in the Norman Foster designed Sage Gateshead Music and Arts Centre in September.
0	What type of surveys show the location of stratigraphic units in the subsurface?	Stratigraphers also analyze data from geophysical surveys that show the locations of stratigraphic units in the subsurface.
1	Who warned of the potential impact?	In December 2014, President Uhuru Kenyatta signed a Security Laws Amendment Bill, which supporters of the law suggested was necessary to guard against armed groups.
1	What is one of the largest and most modern oncological institutions in Europe?	The city is home to the Children's Memorial Health Institute (CMHI), the highest-reference hospital in all of Poland, as well as an active research and education center.
1	What did Guo Shoujing do for calendars?	There are no explicit signs of Muslim influences in the Shoushi calendar, but Mongol rulers were known to be interested in Muslim calendars.
1	What are phycobilisomes?	Phycobilins come in all colors, though phycoerytherin is one of the pigments that makes many red algae red.
0	What trade was the city an important center of in the 14th century?	The city grew as an important centre for the wool trade in the 14th century, and later became a major coal mining area.
0	When are subject committees established?	Subject Committees are established at the beginning of each parliamentary session, and again the members on each committee reflect the balance of parties across Parliament.
1	What element is used as a coolant in the process of making liquid oxygen?	High-purity liquid O_2 is usually obtained by the fractional distillation of liquefied air.
0	What two Denver players ranked at 5 percent for sacks?	Defensive ends Derek Wolfe and Malik Jackson
